,subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1
100,5,100,0,1789,2.2,1.75,0.536491677,0.46350832299999994
102,5,102,0,2746,1.9,2.35,0.689381933,0.310618067
104,5,104,0,1415,2.65,2.05,0.541342756,0.45865724399999996
106,5,106,1,1284,1.9,2.65,0.53894081,0.46105919
108,5,108,1,1729,1.9,3.0,0.5130960379999999,0.486903962
110,5,110,1,1516,2.5,2.5,0.364116095,0.635883905
112,5,112,1,2344,1.9,2.2,0.45185185200000005,0.548148148
114,5,114,0,1624,2.2,1.9,0.469161469,0.530838531
116,5,116,0,1798,1.9,1.75,0.642936596,0.357063404
118,5,118,0,1669,2.2,2.5,0.651887358,0.348112642
0,6,0,1,3077,2.35,2.35,0.297042574,0.7029574259999999
2,6,2,0,3851,2.35,2.65,0.395517868,0.604482132
4,6,4,1,4085,2.2,2.2,0.455813953,0.5441860470000001
6,6,6,0,2851,2.05,2.5,0.484341484,0.515658516
8,6,8,0,2112,2.05,2.2,0.671742809,0.328257191
10,6,10,1,2083,2.05,3.0,0.452806909,0.547193091
12,6,12,0,2582,2.2,2.05,0.57195122,0.42804878
14,6,14,1,2053,2.05,1.6,0.490974729,0.5090252710000001
16,6,16,0,2327,2.05,2.05,0.537066667,0.46293333299999995
18,6,18,1,3499,2.35,2.2,0.523839797,0.47616020299999995
20,6,20,0,2343,2.2,2.35,0.524558894,0.475441106
22,6,22,1,5118,2.05,2.35,0.63510768,0.36489232
24,6,24,1,5480,2.35,2.05,0.48329148200000005,0.516708518
26,6,26,1,1885,2.2,2.5,0.450331126,0.549668874
28,6,28,1,2795,3.0,2.2,0.35677799600000004,0.643222004
30,6,30,0,2132,2.35,2.2,0.503752345,0.496247655
32,6,32,1,1565,2.05,2.2,0.453846154,0.546153846
34,6,34,1,1473,2.05,2.05,0.415384615,0.584615385
36,6,36,1,9179,2.35,2.05,0.528970512,0.471029488
38,6,38,1,4454,2.35,2.35,0.449456089,0.550543911
40,6,40,1,3112,2.35,2.35,0.475903614,0.524096386
42,6,42,0,2887,1.45,1.75,0.6943380159999999,0.305661984
44,6,44,0,2401,2.35,2.05,0.62848813,0.37151187
46,6,46,0,1803,3.0,2.5,0.5580264070000001,0.441973593
48,6,48,0,2448,2.35,1.6,0.506535948,0.49346405200000004
50,6,50,0,2198,2.2,2.2,0.654333009,0.34566699100000003
52,6,52,0,1457,3.0,2.5,0.572916667,0.42708333299999995
54,6,54,0,1649,2.2,2.05,0.550030321,0.449969679
56,6,56,1,3243,2.35,2.2,0.6605698210000001,0.339430179
58,6,58,1,4326,2.05,2.05,0.505763689,0.49423631100000004
60,6,60,1,3291,2.05,2.65,0.342142857,0.657857143
62,6,62,1,1471,1.6,2.5,0.399363564,0.600636436
64,6,64,1,1615,2.65,2.35,0.362279512,0.6377204879999999
66,6,66,0,1202,2.2,2.05,0.47670549100000004,0.523294509
68,6,68,1,1993,2.2,2.2,0.578413834,0.42158616600000004
70,6,70,1,1123,2.05,3.0,0.534632035,0.465367965
72,6,72,1,1591,2.05,3.0,0.425438596,0.574561404
74,6,74,1,470,2.05,2.35,1.0,0.0
76,6,76,0,5454,2.05,1.6,0.44313427200000005,0.556865728
78,6,78,0,1898,2.05,2.05,0.63968073,0.36031927
80,6,80,1,1843,2.05,2.2,0.41849148399999997,0.581508516
82,6,82,1,2228,2.2,2.05,0.21097496,0.78902504
84,6,84,1,1157,1.75,2.65,0.375743163,0.624256837
86,6,86,1,1283,2.35,3.0,0.32192414399999997,0.678075856
88,6,88,0,1805,2.2,2.05,0.520164046,0.479835954
90,6,90,0,2259,2.35,2.35,0.38539042799999995,0.614609572
92,6,92,0,974,2.05,2.05,0.55450237,0.44549763
94,6,94,0,1251,3.0,2.05,0.634016028,0.36598397200000005
96,6,96,1,1882,2.2,2.35,0.301668806,0.6983311940000001
98,6,98,0,884,3.0,2.05,1.0,0.0
100,6,100,0,2383,2.05,2.35,0.5897693079999999,0.410230692
102,6,102,0,1526,2.05,2.05,0.484076433,0.5159235670000001
104,6,104,0,1758,2.35,2.35,0.46452476600000003,0.535475234
106,6,106,1,1908,2.05,2.2,0.29904306199999997,0.7009569379999999
108,6,108,1,1847,2.5,3.0,0.431880109,0.568119891
110,6,110,1,1692,2.35,2.65,0.510047281,0.489952719
112,6,112,0,1621,2.05,2.35,0.399092971,0.600907029
114,6,114,0,1707,2.2,3.0,0.59400545,0.40599455
116,6,116,0,1351,2.2,2.35,0.37706342299999995,0.622936577
118,6,118,1,1559,1.45,2.35,0.35437262399999997,0.645627376
0,7,0,0,1836,1.9,2.05,0.582788671,0.41721132899999996
2,7,2,0,2161,1.45,1.9,0.718186025,0.281813975
4,7,4,0,3729,2.65,2.5,0.6470221389999999,0.352977861
6,7,6,1,2374,1.6,1.9,0.349620893,0.650379107
8,7,8,1,2076,1.9,1.9,0.269749518,0.730250482
10,7,10,0,4007,2.05,1.9,0.46942849999999997,0.5305715
12,7,12,0,1177,1.75,1.9,0.649107901,0.350892099
14,7,14,1,4121,1.0,1.9,0.523659306,0.476340694
16,7,16,1,1724,1.9,1.9,0.37935034799999995,0.620649652
