,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1
160,2,40,2741,1,0.5,0.2,0.6046141607000796,0.39538583929992044
161,2,41,2186,0,0.0,0.65,0.4940530649588289,0.505946935041171
162,2,42,2803,0,0.05,0.2,0.6875811337083514,0.3124188662916486
163,2,43,1702,0,0.0,0.35,0.599294947121034,0.4007050528789659
164,2,44,2152,0,0.2,0.2,0.6900557620817844,0.3099442379182156
165,2,45,1414,1,0.2,0.65,0.48444130127298446,0.5155586987270155
166,2,46,1979,1,0.5,0.35,0.5376452753916119,0.46235472460838806
167,2,47,1929,1,0.5,0.35,0.48522550544323484,0.5147744945567652
168,2,48,1618,0,0.0,0.65,0.43139678615574784,0.5686032138442522
169,2,49,1534,0,0.2,0.0,0.5501955671447197,0.4498044328552803
170,2,50,1384,0,0.35,0.5,0.5202312138728323,0.4797687861271676
171,2,51,1343,1,0.2,0.0,0.49664929262844376,0.5033507073715562
172,2,52,1683,1,0.2,0.0,0.5918003565062389,0.40819964349376114
173,2,53,2062,1,0.65,0.05,0.6585838991270611,0.3414161008729389
174,2,54,1539,1,0.65,0.5,0.5321637426900585,0.4678362573099415
175,2,55,1601,1,0.65,0.65,0.5081481481481481,0.4918518518518519
176,2,56,1858,0,0.05,0.2,0.6858638743455497,0.31413612565445026
177,2,57,1467,1,0.5,0.5,0.6561780506523408,0.34382194934765925
178,2,58,1867,0,0.65,0.65,0.6272094268880557,0.3727905731119443
179,2,59,1450,0,0.2,0.8,0.46620689655172415,0.5337931034482759
180,2,60,2378,0,0.65,0.5,0.7249789739276703,0.2750210260723297
181,2,61,2138,1,0.35,0.5,0.6071094480823199,0.3928905519176801
182,2,62,1414,0,0.0,0.2,0.45615275813295614,0.5438472418670438
183,2,63,1971,0,0.65,0.35,0.5951293759512938,0.4048706240487062
184,2,64,1983,1,0.65,0.2,0.64851235501765,0.35148764498234997
185,2,65,2258,1,0.65,0.2,0.8069087688219664,0.19309123117803365
186,2,66,1400,1,0.5,0.2,0.5392857142857143,0.4607142857142857
187,2,67,1192,1,0.5,0.0,0.4974832214765101,0.50251677852349
188,2,68,1291,1,0.65,0.2,0.7079783113865221,0.29202168861347794
189,2,69,1035,1,0.35,0.2,0.4,0.6
190,2,70,2068,1,0.05,0.5,0.6160541586073501,0.3839458413926499
191,2,71,1164,1,0.5,0.0,0.44415807560137455,0.5558419243986255
192,2,72,1482,0,0.65,0.5,0.6491228070175439,0.3508771929824561
193,2,73,1122,1,0.35,0.0,0.43137254901960786,0.5686274509803921
194,2,74,1763,1,0.05,0.2,0.7084515031196824,0.29154849688031764
195,2,75,2008,1,0.65,0.35,0.549800796812749,0.450199203187251
196,2,76,1831,1,0.05,0.5,0.5179957657021877,0.4820042342978123
197,2,77,2109,0,0.35,0.5,0.7401191120736329,0.2598808879263671
198,2,78,1709,1,0.65,0.5,0.6851960210649503,0.31480397893504974
199,2,79,1236,0,0.5,0.8,0.5574433656957929,0.4425566343042071
200,2,80,1524,1,0.2,0.0,0.44422572178477693,0.5557742782152231
201,2,81,1581,1,0.65,0.5,0.5800126502213788,0.4199873497786211
202,2,82,1901,1,0.2,0.05,0.5176223040504997,0.48237769594950025
203,2,83,1353,0,0.35,0.5,0.48558758314855877,0.5144124168514412
204,2,84,1977,1,0.35,0.0,0.44787644787644787,0.5521235521235521
205,2,85,2311,0,0.65,0.65,0.626904887020494,0.37309511297950604
206,2,86,4034,1,0.35,0.2,0.48743718592964824,0.5125628140703518
207,2,87,4496,0,0.05,0.65,0.5104640582347588,0.4895359417652411
208,2,88,3360,1,0.65,0.2,0.4273204903677758,0.5726795096322241
209,2,89,2518,1,0.2,0.05,0.7347972972972973,0.2652027027027027
210,2,90,2633,0,0.5,0.0,0.6042553191489362,0.39574468085106385
211,2,91,1823,0,0.0,0.2,0.45493562231759654,0.5450643776824035
212,2,92,1877,0,0.35,0.5,0.42947368421052634,0.5705263157894737
213,2,93,1594,0,0.0,0.2,0.656140350877193,0.34385964912280703
214,2,94,1612,0,0.35,0.5,0.45815722738799664,0.5418427726120034
215,2,95,1802,0,0.0,0.5,0.6832151300236406,0.31678486997635935
216,2,96,1411,0,0.2,0.65,0.42168674698795183,0.5783132530120482
217,2,97,1388,0,0.0,0.5,0.44452449567723346,0.5554755043227666
218,2,98,1358,1,0.2,0.35,0.5942562592047128,0.4057437407952872
219,2,99,1781,0,0.5,0.05,0.5,0.5
220,2,100,1297,0,0.8,0.5,0.7535641547861507,0.24643584521384929
221,2,101,1113,0,0.2,0.65,0.7179763186221744,0.28202368137782563
222,2,102,2545,0,0.5,0.2,0.785282811641955,0.21471718835804504
223,2,103,1569,0,0.35,0.05,1.0,0.0
224,2,104,2018,0,0.5,0.65,0.6282438141219071,0.37175618587809295
225,2,105,1145,1,0.5,0.2,0.5039301310043668,0.4960698689956332
226,2,106,1527,0,0.2,0.35,0.4713804713804714,0.5286195286195287
227,2,107,1212,1,0.65,0.5,0.5882838283828383,0.41171617161716173
228,2,108,1160,1,0.5,0.65,0.6068965517241379,0.3931034482758621
229,2,109,1098,1,0.8,0.5,0.5901639344262295,0.4098360655737705
230,2,110,1057,0,0.2,0.65,0.7181818181818181,0.2818181818181818
231,2,111,838,1,0.8,0.0,0.4904534606205251,0.5095465393794749
232,2,112,1373,0,0.5,0.5,0.6991988346686089,0.3008011653313911
233,2,113,1476,0,0.0,0.35,0.5867346938775511,0.413265306122449
234,2,114,1187,0,0.2,0.5,0.7142857142857143,0.2857142857142857
235,2,115,1047,1,0.35,0.65,0.603629417382999,0.396370582617001
236,2,116,1063,1,0.65,0.2,0.6095954844778928,0.39040451552210725
237,2,117,861,0,0.35,0.35,0.554006968641115,0.445993031358885
238,2,118,1220,0,0.2,0.35,0.5393442622950819,0.460655737704918
239,2,119,757,1,0.65,0.0,0.4332892998678996,0.5667107001321003
240,3,0,4203,0,1.1,2.3,0.6,0.4
241,3,1,4734,1,2.75,2.15,0.4107793153678077,0.5892206846321922
242,3,2,4187,0,0.5,2.6,0.6759016001910676,0.3240983998089324
243,3,3,2945,0,0.0,0.0,0.5391432791728212,0.4608567208271787
244,3,4,3554,1,2.3,0.95,0.5681566309567787,0.4318433690432213
245,3,5,5791,1,1.1,0.2,0.5714798206278027,0.42852017937219733
246,3,6,630,0,1.1,1.25,0.0,1.0
247,3,7,3815,0,0.95,1.95,0.50238965420298,0.49761034579701996
248,3,8,5328,1,0.65,0.0,0.3777184280808852,0.6222815719191148
249,3,9,6404,0,2.75,2.15,0.36505576208178436,0.6349442379182156
250,3,10,2052,0,0.0,2.75,0.6439104314582196,0.3560895685417804
251,3,11,5112,1,1.7,1.25,0.6123114553607827,0.38768854463921726
252,3,12,2769,0,2.0,3.0,0.5931098696461825,0.4068901303538175
253,3,13,3526,0,2.6,2.0,0.363069245165315,0.636930754834685
254,3,14,6337,1,1.25,0.35,0.323172970987881,0.676827029012119
255,3,15,2655,0,0.5,2.9,0.7406440382941688,0.25935596170583114
256,3,16,2385,1,0.95,0.5,0.3966789667896679,0.6033210332103321
257,3,17,1899,1,0.35,0.5,0.38704225352112676,0.6129577464788732
258,3,18,2165,1,1.1,0.0,0.31971029487842734,0.6802897051215727
259,3,19,2011,1,0.95,0.0,0.48091603053435117,0.5190839694656488
260,3,20,4543,1,0.0,0.0,0.6130514705882353,0.3869485294117647
261,3,21,3104,0,0.35,3.0,0.42347927160015497,0.576520728399845
262,3,22,3357,1,0.35,0.05,0.5288308378464479,0.4711691621535521
263,3,23,2669,0,0.0,1.4,0.5220588235294118,0.47794117647058826
264,3,24,3132,1,0.65,0.0,0.5975164353542732,0.4024835646457268
265,3,25,8554,1,0.95,0.65,0.5809959224020759,0.41900407759792413
266,3,26,4247,0,3.0,2.3,0.3946413619871616,0.6053586380128384
267,3,27,4917,0,0.2,1.25,0.5251475796930343,0.4748524203069658
268,3,28,5040,1,0.35,1.1,0.35529111772205696,0.6447088822779431
269,3,29,2385,1,2.3,0.0,0.4041928721174004,0.5958071278825996
270,3,30,2413,0,0.2,1.95,0.7309833024118738,0.2690166975881262
271,3,31,2459,0,0.95,2.3,0.5393612235717499,0.46063877642825013
272,3,32,4277,0,1.25,0.35,0.45001193032689096,0.5499880696731091
273,3,33,3671,1,0.05,0.2,0.5285268237297758,0.4714731762702242
274,3,34,1866,1,3.0,0.0,0.3687031082529475,0.6312968917470525
275,3,35,2340,0,0.5,0.65,0.5672348484848485,0.4327651515151515
276,3,36,4751,0,0.0,2.75,0.4746369185434645,0.5253630814565354
277,3,37,5185,1,0.0,0.0,0.5060289389067524,0.49397106109324757
278,3,38,2073,1,2.0,0.05,0.5959488272921108,0.40405117270788915
279,3,39,2031,0,0.0,2.0,0.5631123919308357,0.43688760806916427
280,3,40,1964,0,1.25,2.15,0.6731160896130346,0.3268839103869654
281,3,41,2323,1,2.0,0.0,0.31892143189214317,0.6810785681078568
282,3,42,2812,1,1.25,0.2,0.39855072463768115,0.6014492753623188
283,3,43,2225,0,0.0,0.0,0.25327510917030566,0.7467248908296943
284,3,44,1786,1,1.95,0.2,0.4664053751399776,0.5335946248600224
285,3,45,1676,0,0.2,0.05,0.44885945548197204,0.551140544518028
286,3,46,2207,0,0.0,0.35,0.6710929519918284,0.3289070480081716
287,3,47,1493,0,0.0,0.5,0.5478901540522438,0.4521098459477562
288,3,48,5068,1,2.15,0.5,0.4497387669801463,0.5502612330198537
289,3,49,3112,1,2.15,2.75,0.44151670951156813,0.5584832904884319
290,3,50,4139,1,0.5,1.7,0.35788407997975197,0.6421159200202481
291,3,51,2312,1,2.9,0.5,0.4345576823590274,0.5654423176409726
292,3,52,2852,0,0.0,0.35,0.7339939024390244,0.2660060975609756
293,3,53,3026,1,2.0,2.6,0.5459832788077063,0.4540167211922937
294,3,54,3254,0,0.65,2.3,0.2971086739780658,0.7028913260219342
295,3,55,2383,0,0.0,2.15,0.761225346202266,0.23877465379773394
296,3,56,2269,1,2.75,0.0,0.5070974057758199,0.49290259422418015
297,3,57,1511,0,0.05,2.75,0.5771012574454004,0.4228987425545996
298,3,58,14774,0,1.25,1.7,0.3272486383041366,0.6727513616958634
299,3,59,2133,1,2.15,0.0,0.46897253306205494,0.5310274669379451
300,3,60,3904,1,2.9,1.1,0.27151639344262296,0.7284836065573771
301,3,61,3875,0,0.2,0.2,0.4947945205479452,0.5052054794520547
302,3,62,2880,0,0.0,0.65,0.35154217762913414,0.6484578223708658
303,3,63,1806,0,0.0,0.65,0.6733111849390919,0.3266888150609081
304,3,64,2263,0,0.35,2.85,0.5457357490057446,0.45426425099425544
305,3,65,7731,1,2.6,0.5,0.3752689714531631,0.6247310285468369
306,3,66,3051,0,0.35,1.25,0.37541651240281376,0.6245834875971862
307,3,67,2542,0,0.5,2.6,0.5269461077844312,0.47305389221556887
308,3,68,3003,1,2.3,0.95,0.43406985032074125,0.5659301496792587
309,3,69,2876,1,2.6,2.75,0.3713490959666203,0.6286509040333796
310,3,70,1992,1,1.1,0.65,0.5090361445783133,0.49096385542168675
311,3,71,2447,0,0.2,1.1,0.5222721700040867,0.47772782999591334
312,3,72,4018,0,0.0,2.3,0.3439522150323544,0.6560477849676456
313,3,73,3263,1,0.35,1.25,0.398406374501992,0.601593625498008
314,3,74,2281,0,0.0,0.0,0.33049242424242425,0.6695075757575758
315,3,75,6951,0,0.35,0.5,0.500547816559712,0.499452183440288
316,3,76,3526,1,1.95,0.95,0.3352240499149178,0.6647759500850823
317,3,77,2094,1,3.0,0.35,0.39334027055150883,0.6066597294484911
318,3,78,3462,0,2.3,2.85,0.5184864240323512,0.48151357596764877
319,3,79,1916,1,1.1,1.4,0.55741127348643,0.44258872651356995
320,3,80,4374,0,1.25,1.1,0.33185840707964603,0.668141592920354
321,3,81,1255,1,0.0,3.0,0.5888446215139442,0.41115537848605577
322,3,82,2214,1,0.5,0.0,0.2646793134598013,0.7353206865401988
323,3,83,1485,1,2.75,0.05,0.7225589225589225,0.27744107744107743
324,3,84,1662,1,0.35,0.0,0.4753309265944645,0.5246690734055355
325,3,85,1511,0,0.5,2.15,0.5029781601588352,0.49702183984116477
326,3,86,2811,0,2.15,2.75,0.4902170046246887,0.5097829953753112
327,3,87,2105,1,2.75,0.0,0.3881235154394299,0.6118764845605701
328,3,88,1197,0,0.0,2.15,0.6307435254803676,0.3692564745196324
329,3,89,1095,0,0.0,1.1,0.6328767123287671,0.36712328767123287
330,3,90,2910,0,1.7,0.5,0.5876288659793815,0.41237113402061853
331,3,91,430,0,0.0,0.95,0.0,1.0
332,3,92,2373,1,2.3,0.0,0.46017699115044247,0.5398230088495575
333,3,93,1275,0,1.1,2.9,0.6933333333333334,0.30666666666666664
334,3,94,2077,0,0.65,0.95,0.4920558497833414,0.5079441502166586
335,3,95,4286,1,2.3,1.1,0.7536164255716286,0.24638357442837144
336,3,96,3626,0,2.3,3.0,0.43132928847214563,0.5686707115278544
337,3,97,2098,0,2.75,2.6,0.5981887511916111,0.4018112488083889
338,3,98,2018,0,0.5,0.35,0.3732162458836443,0.6267837541163557
339,3,99,2155,0,1.1,0.35,0.45011600928074247,0.5498839907192575
340,3,100,1312,0,0.0,2.3,0.7368421052631579,0.2631578947368421
341,3,101,2025,0,0.0,0.0,0.6850483229107447,0.31495167708925526
342,3,102,2711,0,0.35,0.0,0.38923395445134573,0.6107660455486542
343,3,103,1879,1,0.05,0.35,0.5290047897817989,0.4709952102182012
344,3,104,2481,1,2.3,0.65,0.7891979040709391,0.21080209592906085
345,3,105,1066,0,1.4,1.1,0.6341463414634146,0.36585365853658536
346,3,106,1863,1,3.0,2.0,0.8013955984970478,0.19860440150295222
347,3,107,6252,0,0.5,0.35,0.3563659628918746,0.6436340371081254
348,3,108,1516,1,0.65,0.5,0.6912928759894459,0.3087071240105541
349,3,109,1693,0,0.05,2.0,0.48789131718842293,0.5121086828115771
350,3,110,1415,1,2.6,0.5,0.7363957597173145,0.26360424028268553
351,3,111,1477,1,2.15,0.0,0.6519972918077184,0.34800270819228163
352,3,112,1115,0,0.65,1.1,0.5964125560538116,0.40358744394618834
353,3,113,2117,0,0.95,2.3,0.4294049008168028,0.5705950991831972
354,3,114,3668,1,1.4,0.0,0.4612868047982552,0.5387131952017448
355,3,115,1212,1,2.15,1.25,0.6757425742574258,0.32425742574257427
356,3,116,1658,1,2.85,0.35,0.37997587454764775,0.6200241254523522
357,3,117,1081,0,0.5,0.95,0.6530989824236818,0.34690101757631825
358,3,118,1605,1,0.2,0.2,0.8099688473520249,0.19003115264797507
359,3,119,2735,1,2.85,2.3,0.8416819012797075,0.1583180987202925
360,4,0,4777,0,0.0,0.95,0.7343547130615424,0.26564528693845757
361,4,1,7090,0,0.05,0.95,0.7942028985507247,0.20579710144927535
362,4,2,4338,1,1.55,0.05,0.31390977443609025,0.6860902255639098
363,4,3,11097,0,1.1,0.95,0.5035317860746721,0.496468213925328
364,4,4,5289,0,0.95,1.1,0.659453993933266,0.3405460060667341
365,4,5,3754,1,1.1,0.5,0.24405436013590034,0.7559456398640997
366,4,6,3146,0,0.35,1.1,0.6142061281337048,0.38579387186629527
367,4,7,2635,1,1.7,1.4,0.3776573572321801,0.6223426427678199
368,4,8,3422,0,0.0,0.5,0.5,0.5
369,4,9,9677,1,2.45,1.1,0.5427992751305831,0.45720072486941693
370,4,10,2342,0,0.0,0.05,0.5563620836891545,0.4436379163108454
371,4,11,2643,1,1.25,0.5,0.4025717111770524,0.5974282888229476
372,4,12,2593,0,0.95,1.55,0.6175213675213675,0.38247863247863245
373,4,13,2975,0,0.0,0.05,0.7130346918154261,0.28696530818457394
374,4,14,3094,0,0.95,1.1,0.5818056035973711,0.41819439640262884
375,4,15,2419,1,0.65,0.0,0.3673281033687125,0.6326718966312875
376,4,16,9847,1,1.4,0.95,0.6785123966942149,0.32148760330578513
377,4,17,2667,1,0.95,0.05,0.34570678665166854,0.6542932133483315
378,4,18,2451,1,0.65,0.0,0.4153406772745818,0.5846593227254182
379,4,19,1832,0,0.0,0.05,0.7145196506550219,0.2854803493449782
